customer_id,recency,frequency,monetary,R_score,F_score,M_score,segment
13682,186,1,59.5,3,1,1,Potential Loyalists
13683,457,1,258.6,1,1,1,Lost
13684,285,4,594.88,2,3,2,At Risk
13685,2,7,3119.44,5,4,5,Champions
13686,182,3,409.04,3,3,2,Loyal Customers
13687,437,1,11880.84,1,1,5,Big Spenders
13688,634,1,375.5,1,1,2,Lost
13689,62,2,1259.5,3,2,4,Big Spenders
13690,58,1,172.25,4,1,1,Potential Loyalists
13691,395,1,210.78,2,1,1,Lost
13692,24,5,3114.4,4,4,5,Champions
13693,373,9,2011.82,2,5,4,At Risk
13694,3,143,195640.69,5,5,5,Champions
13695,30,16,2770.73,4,5,4,Champions
13696,421,3,2020.4,1,3,4,At Risk
13697,38,1,151.3,4,1,1,Potential Loyalists
13698,596,2,451.73,1,2,2,At Risk
13699,154,2,764.15,3,2,3,Potential Loyalists
13700,25,13,2596.97,4,5,4,Champions
13701,446,1,161.0,1,1,1,Lost
13702,445,1,135.18,1,1,1,Lost
13703,317,2,425.56,2,2,2,At Risk
13704,4,9,2308.06,5,5,4,Champions
13705,7,7,1717.19,5,4,4,Champions
13706,302,2,631.17,2,2,3,At Risk
13707,266,5,3365.86,2,4,5,At Risk
13708,270,1,283.33,2,1,1,Lost
13709,3,18,7571.35,5,5,5,Champions
13710,31,3,509.52,4,3,2,Loyal Customers
13711,218,9,1792.26,2,5,4,At Risk
13712,246,2,766.42,2,2,3,At Risk
13713,407,3,740.76,2,3,3,At Risk
13714,464,1,161.35,1,1,1,Lost
13715,280,17,8153.04,2,5,5,At Risk
13716,268,1,138.28,2,1,1,Lost
13717,31,8,1763.3,4,4,4,Champions
13718,245,2,306.55,2,2,2,At Risk
13719,14,11,2782.1,5,5,4,Champions
13720,116,4,799.9,3,3,3,Loyal Customers
13721,35,2,741.54,4,2,3,Potential Loyalists
13722,131,10,5635.41,3,5,5,Big Spenders
13723,216,6,1194.08,2,4,3,At Risk
13724,636,1,213.01,1,1,1,Lost
13725,49,8,1980.56,4,4,4,Champions
13726,38,2,1079.66,4,2,3,Potential Loyalists
13727,28,8,1074.15,4,4,3,Champions
13728,36,16,2855.17,4,5,4,Champions
13729,435,3,724.73,1,3,3,At Risk
13730,135,2,752.6,3,2,3,Potential Loyalists
13731,218,2,610.59,2,2,3,At Risk
13732,27,1,491.86,4,1,2,Potential Loyalists
13733,410,2,487.03,1,2,2,At Risk
13734,508,4,6695.69,1,3,5,At Risk
13735,24,13,9762.77,4,5,5,Champions
13736,4,7,2752.47,5,4,4,Champions
13737,199,1,339.6,2,1,2,Lost
13738,395,1,434.78,2,1,2,Lost
13739,17,2,292.2,5,2,2,Potential Loyalists
13740,240,5,1582.77,2,4,4,At Risk
13741,71,3,668.43,3,3,3,Loyal Customers
13742,16,12,3107.87,5,5,5,Champions
13743,2,7,1341.6,5,4,4,Champions
13744,94,2,1080.52,3,2,3,Potential Loyalists
13745,161,2,777.36,3,2,3,Potential Loyalists
13746,413,1,176.69,1,1,1,Lost
13747,373,2,169.8,2,2,1,At Risk
13748,95,9,2064.35,3,5,4,Big Spenders
13750,53,11,3602.18,4,5,5,Champions
13751,287,1,296.25,2,1,2,Lost
13752,123,7,1579.83,3,4,4,Big Spenders
13753,287,4,2094.57,2,3,4,At Risk
13754,151,3,447.05,3,3,2,Loyal Customers
13755,3,9,2108.06,5,5,4,Champions
13756,1,23,8655.95,5,5,5,Champions
13757,674,1,195.55,1,1,1,Lost
13758,11,14,8595.29,5,5,5,Champions
13759,32,2,659.41,4,2,3,Potential Loyalists
13760,53,5,1363.64,4,4,4,Champions
13761,49,6,1952.17,4,4,4,Champions
13762,218,5,2472.48,2,4,4,At Risk
13763,62,3,5217.44,3,3,5,Big Spenders
13764,70,6,2908.67,3,4,5,Big Spenders
13765,652,1,352.82,1,1,2,Lost
13766,494,1,190.35,1,1,1,Lost
13767,1,73,33903.57,5,5,5,Champions
13768,726,2,875.97,1,2,3,At Risk
13769,1,20,5478.12,5,5,5,Champions
13770,421,4,785.37,1,3,3,At Risk
13771,63,9,5728.82,3,5,5,Big Spenders
13772,33,8,3100.02,4,4,5,Champions
13773,396,2,301.54,2,2,2,At Risk
13774,81,1,345.0,3,1,2,Potential Loyalists
13775,590,1,1049.66,1,1,3,Lost
13777,0,61,49638.26,5,5,5,Champions
13778,102,4,1124.49,3,3,3,Loyal Customers
13779,515,1,161.13,1,1,1,Lost
13780,6,3,732.07,5,3,3,Loyal Customers
13781,250,3,778.83,2,3,3,At Risk
13782,12,13,1786.08,5,5,4,Champions
13783,487,4,1542.09,1,3,4,At Risk
13784,9,14,2910.23,5,5,5,Champions
13785,428,4,542.49,1,3,2,At Risk
13786,366,6,3127.99,2,4,5,At Risk
13787,75,6,1222.5,3,4,4,Big Spenders
13788,504,1,3.75,1,1,1,Lost
13789,387,1,239.46,2,1,1,Lost
13790,3,1,348.8,5,1,2,Potential Loyalists
13791,127,2,1516.0,3,2,4,Big Spenders
13792,65,3,383.95,3,3,2,Loyal Customers
13793,646,1,96.0,1,1,1,Lost
13794,546,1,126.03,1,1,1,Lost
13795,387,4,836.3,2,3,3,At Risk
13796,498,1,289.7,1,1,2,Lost
13797,436,3,1179.45,1,3,3,At Risk
13798,0,110,75428.87,5,5,5,Champions
13799,116,9,2803.57,3,5,4,Big Spenders
13800,309,3,1679.56,2,3,4,At Risk
13801,66,1,324.8,3,1,2,Potential Loyalists
13802,138,19,26259.11,3,5,5,Big Spenders
13803,254,3,1338.91,2,3,4,At Risk
13804,30,9,3161.12,4,5,5,Champions
13805,51,2,924.6,4,2,3,Potential Loyalists
13806,63,1,256.38,3,1,1,Potential Loyalists
13807,366,3,422.2,2,3,2,At Risk
13808,5,5,1747.66,5,4,4,Champions
13809,304,3,679.7,2,3,3,At Risk
13810,28,2,827.51,4,2,3,Potential Loyalists
13811,183,2,519.75,3,2,2,Potential Loyalists
13812,41,3,485.0,4,3,2,Loyal Customers
13813,39,8,2387.47,4,4,4,Champions
13814,91,3,2257.32,3,3,4,Big Spenders
13815,21,8,6737.74,4,4,5,Champions
13816,23,2,499.67,4,2,2,Potential Loyalists
13817,28,2,328.98,4,2,2,Potential Loyalists
13818,429,1,61.28,1,1,1,Lost
13819,301,6,2642.35,2,4,4,At Risk
13820,417,3,652.75,1,3,3,At Risk
13821,144,6,1379.08,3,4,4,Big Spenders
13822,5,2,632.0,5,2,3,Potential Loyalists
13823,18,7,3403.45,5,4,5,Champions
13824,32,12,3314.76,4,5,5,Champions
13825,621,2,255.59,1,2,1,At Risk
13826,175,1,189.5,3,1,1,Potential Loyalists
13827,57,3,409.8,4,3,2,Loyal Customers
13828,21,1,209.49,4,1,1,Potential Loyalists
13829,420,1,102.0,1,1,1,Lost
13830,581,1,156.85,1,1,1,Lost
13831,15,18,6585.54,5,5,5,Champions
13832,18,2,609.89,5,2,3,Potential Loyalists
13833,158,2,700.41,3,2,3,Potential Loyalists
13834,576,2,324.19,1,2,2,At Risk
13835,24,7,1095.27,4,4,3,Champions
13836,398,2,620.37,2,2,3,At Risk
13837,211,2,266.59,2,2,1,At Risk
13838,5,10,1690.07,5,5,4,Champions
13839,485,1,139.95,1,1,1,Lost
13840,415,1,651.4,1,1,3,Lost
13841,252,1,85.0,2,1,1,Lost
13842,58,18,5319.34,4,5,5,Champions
13843,380,1,319.75,2,1,2,Lost
13844,10,1,361.62,5,1,2,Potential Loyalists
13845,64,1,312.98,3,1,2,Potential Loyalists
13846,24,4,1307.79,4,3,4,Big Spenders
13847,719,1,310.72,1,1,2,Lost
13848,91,8,3015.0,3,4,5,Big Spenders
13849,51,5,3469.3,4,4,5,Champions
13850,128,1,1595.48,3,1,4,Big Spenders
13851,95,8,4606.46,3,4,5,Big Spenders
13852,610,1,187.35,1,1,1,Lost
13853,56,1,1090.14,4,1,3,Potential Loyalists
13854,8,39,11944.56,5,5,5,Champions
13855,500,4,1310.34,1,3,4,At Risk
13856,168,11,1142.03,3,5,3,Loyal Customers
13857,392,6,1000.91,2,4,3,At Risk
13858,56,1,216.17,4,1,1,Potential Loyalists
13859,325,2,515.86,2,2,2,At Risk
13860,0,5,1245.9,5,4,4,Champions
13861,428,2,273.26,1,2,1,At Risk
13862,17,9,2556.09,5,5,4,Champions
13863,247,4,1239.55,2,3,4,At Risk
13864,386,1,662.4,2,1,3,Lost
13865,57,4,501.56,4,3,2,Loyal Customers
13866,73,1,145.67,3,1,1,Potential Loyalists
13867,30,3,1005.09,4,3,3,Loyal Customers
13868,6,2,3192.54,5,2,5,Big Spenders
13869,122,10,7996.87,3,5,5,Big Spenders
13870,1,15,5712.08,5,5,5,Champions
13871,22,17,7885.85,4,5,5,Champions
13872,526,3,919.57,1,3,3,At Risk
13873,119,8,1038.92,3,4,3,Loyal Customers
13874,357,7,2049.15,2,4,4,At Risk
13875,53,14,4814.37,4,5,5,Champions
13876,63,1,122.7,3,1,1,Potential Loyalists
13877,85,3,449.68,3,3,2,Loyal Customers
13878,54,4,2416.9,4,3,4,Big Spenders
13879,645,1,395.5,1,1,2,Lost
13880,20,17,4293.86,4,5,5,Champions
13881,3,43,45179.1,5,5,5,Champions
13882,2,5,1191.13,5,4,3,Champions
13883,10,14,6535.37,5,5,5,Champions
13884,6,10,1825.03,5,5,4,Champions
13885,188,2,506.8,2,2,2,At Risk
13886,70,1,243.56,3,1,1,Potential Loyalists
13887,203,1,349.55,2,1,2,Lost
13888,119,7,2001.59,3,4,4,Big Spenders
13889,92,6,1991.23,3,4,4,Big Spenders
13890,0,14,2927.38,5,5,5,Champions
13891,377,3,859.21,2,3,3,At Risk
13892,26,6,1267.65,4,4,4,Champions
13893,297,1,821.1,2,1,3,Lost
13894,23,3,564.62,4,3,2,Loyal Customers
13895,27,6,4008.52,4,4,5,Champions
13896,625,1,388.55,1,1,2,Lost
13897,49,3,1160.72,4,3,3,Loyal Customers
13898,325,2,686.4,2,2,3,At Risk
13899,15,2,388.52,5,2,2,Potential Loyalists
13900,182,6,1610.59,3,4,4,Big Spenders
13901,71,15,5676.34,3,5,5,Big Spenders
13902,631,5,34023.26,1,4,5,At Risk
13903,399,1,165.45,2,1,1,Lost
13904,36,2,332.64,4,2,2,Potential Loyalists
13905,732,1,312.65,1,1,2,Lost
13906,408,1,42.0,2,1,1,Lost
13907,691,1,136.8,1,1,1,Lost
13908,79,4,2319.55,3,3,4,Big Spenders
13909,422,2,282.85,1,2,1,At Risk
13911,56,20,4234.99,4,5,5,Champions
13912,423,1,124.95,1,1,1,Lost
13913,506,1,42.22,1,1,1,Lost
13914,11,2,626.45,5,2,3,Potential Loyalists
13915,393,1,70.8,2,1,1,Lost
13916,463,4,1275.81,1,3,4,At Risk
13917,49,2,272.04,4,2,1,Potential Loyalists
13918,49,2,1212.84,4,2,4,Big Spenders
13919,58,4,1252.68,4,3,4,Big Spenders
13920,431,4,1774.68,1,3,4,At Risk
13921,401,4,730.7,2,3,3,At Risk
13922,351,3,865.2,2,3,3,At Risk
13923,53,1,351.13,4,1,2,Potential Loyalists
13924,1,6,1838.85,5,4,4,Champions
13925,92,4,678.25,3,3,3,Loyal Customers
13926,22,1,223.85,4,1,1,Potential Loyalists
13927,74,2,708.26,3,2,3,Potential Loyalists
13928,10,4,464.57,5,3,2,Loyal Customers
13929,168,11,3494.1,3,5,5,Big Spenders
13930,57,2,337.34,4,2,2,Potential Loyalists
13931,95,11,5257.38,3,5,5,Big Spenders
13932,294,1,307.4,2,1,2,Lost
13933,108,2,608.79,3,2,3,Potential Loyalists
13934,263,1,922.1,2,1,3,Lost
13935,596,3,6116.92,1,3,5,At Risk
13936,179,3,939.66,3,3,3,Loyal Customers
13937,168,2,880.13,3,2,3,Potential Loyalists
13938,34,1,71.66,4,1,1,Potential Loyalists
13939,22,7,1560.96,4,4,4,Champions
13940,16,4,839.14,5,3,3,Loyal Customers
13941,21,15,10027.18,4,5,5,Champions
13942,534,1,320.0,1,1,2,Lost
13943,577,1,246.54,1,1,1,Lost
13944,652,1,200.43,1,1,1,Lost
13945,394,2,854.15,2,2,3,At Risk
13946,78,6,1876.23,3,4,4,Big Spenders
13947,64,1,90.6,3,1,1,Potential Loyalists
13948,360,4,548.76,2,3,2,At Risk
13949,2,6,2427.32,5,4,4,Champions
13950,10,4,745.06,5,3,3,Loyal Customers
13951,175,3,674.45,3,3,3,Loyal Customers
13952,217,14,12823.52,2,5,5,At Risk
13953,6,12,6640.68,5,5,5,Champions
13954,1,2,439.92,5,2,2,Potential Loyalists
13955,153,3,544.07,3,3,2,Loyal Customers
13956,4,5,1019.27,5,4,3,Champions
13957,417,3,458.25,1,3,2,At Risk
13958,379,8,4709.23,2,4,5,At Risk
13959,78,6,1064.77,3,4,3,Loyal Customers
13960,20,2,230.22,4,2,1,Potential Loyalists
13961,391,1,538.4,2,1,2,Lost
13962,21,3,362.8,4,3,2,Loyal Customers
13963,307,17,2860.57,2,5,4,At Risk
13964,386,2,438.9,2,2,2,At Risk
13965,476,3,996.61,1,3,3,At Risk
13966,434,1,384.26,1,1,2,Lost
13967,145,2,166.3,3,2,1,Potential Loyalists
13968,422,1,123.66,1,1,1,Lost
13969,6,35,12973.46,5,5,5,Champions
13970,385,2,846.55,2,2,3,At Risk
13971,18,14,4667.57,5,5,5,Champions
13972,70,2,190.25,3,2,1,Potential Loyalists
13973,286,1,264.7,2,1,1,Lost
13974,48,2,677.72,4,2,3,Potential Loyalists
13975,30,12,5256.4,4,5,5,Champions
13976,206,4,1192.36,2,3,3,At Risk
13977,410,1,519.81,1,1,2,Lost
13978,14,2,196.79,5,2,1,Potential Loyalists
13979,72,7,3373.63,3,4,5,Big Spenders
13980,59,5,768.82,3,4,3,Loyal Customers
13981,415,1,331.14,1,1,2,Lost
13982,38,9,3954.29,4,5,5,Champions
13983,29,21,6753.89,4,5,5,Champions
13984,26,12,1893.8,4,5,4,Champions
13985,3,22,10020.86,5,5,5,Champions
13986,16,1,320.46,5,1,2,Potential Loyalists
13987,379,2,682.54,2,2,3,At Risk
13988,19,8,4757.8,4,4,5,Champions
13989,65,5,2026.06,3,4,4,Big Spenders
13990,212,1,311.3,2,1,2,Lost
13991,11,6,851.88,5,4,3,Champions
13992,29,3,219.5,4,3,1,Loyal Customers
13993,42,19,6775.71,4,5,5,Champions
13994,3,6,2274.14,5,4,4,Champions
13995,14,14,3902.01,5,5,5,Champions
13996,385,2,845.76,2,2,3,At Risk
13997,518,3,376.46,1,3,2,At Risk
13998,446,3,566.7,1,3,2,At Risk
13999,9,29,9502.26,5,5,5,Champions
14000,210,5,2046.34,2,4,4,At Risk
14001,45,9,4228.85,4,5,5,Champions
14002,133,2,529.73,3,2,2,Potential Loyalists
14003,732,1,209.41,1,1,1,Lost
14004,42,11,6258.45,4,5,5,Champions
14005,9,5,2874.72,5,4,4,Champions
14006,115,7,2196.67,3,4,4,Big Spenders
14007,512,1,79.48,1,1,1,Lost
14008,431,1,509.04,1,1,2,Lost
14009,197,3,1099.91,2,3,3,At Risk
14010,564,2,445.15,1,2,2,At Risk
14011,479,2,457.82,1,2,2,At Risk
14012,277,1,328.8,2,1,2,Lost
14013,109,5,1084.57,3,4,3,Loyal Customers
14014,76,3,1948.21,3,3,4,Big Spenders
14015,52,1,917.34,4,1,3,Potential Loyalists
14016,161,11,11303.41,3,5,5,Big Spenders
14017,570,1,229.75,1,1,1,Lost
14018,644,1,367.15,1,1,2,Lost
14019,46,3,1421.61,4,3,4,Big Spenders
14020,16,4,1249.01,5,3,4,Big Spenders
14021,154,7,1716.58,3,4,4,Big Spenders
14022,224,2,792.15,2,2,3,At Risk
14023,6,2,584.07,5,2,2,Potential Loyalists
14024,121,3,645.74,3,3,3,Loyal Customers
14025,464,8,4057.9,1,4,5,At Risk
14026,470,2,713.11,1,2,3,At Risk
14027,60,1,104.82,3,1,1,Potential Loyalists
14028,549,3,10396.5,1,3,5,At Risk
14029,62,2,467.66,3,2,2,Potential Loyalists
14030,17,20,7521.8,5,5,5,Champions
14031,6,44,39019.51,5,5,5,Champions
14032,1,16,4546.41,5,5,5,Champions
14033,554,1,109.44,1,1,1,Lost
14034,21,3,648.89,4,3,3,Loyal Customers
14035,28,9,2794.75,4,5,4,Champions
14036,284,1,626.65,2,1,3,Lost
14037,175,6,836.95,3,4,3,Loyal Customers
14038,77,5,3069.88,3,4,5,Big Spenders
14039,32,2,267.28,4,2,1,Potential Loyalists
14040,40,35,12523.81,4,5,5,Champions
14041,265,1,141.41,2,1,1,Lost
14042,724,1,431.98,1,1,2,Lost
14043,490,2,302.6,1,2,2,At Risk
14044,26,10,3073.95,4,5,5,Champions
14045,108,16,10986.63,3,5,5,Big Spenders
14046,283,1,151.59,2,1,1,Lost
14047,8,14,3968.11,5,5,5,Champions
14048,304,3,748.69,2,3,3,At Risk
14049,16,13,13023.4,5,5,5,Champions
14050,31,2,746.36,4,2,3,Potential Loyalists
14051,0,37,21770.98,5,5,5,Champions
14052,19,2,466.66,4,2,2,Potential Loyalists
14053,123,4,572.3,3,3,2,Loyal Customers
14054,64,1,92.46,3,1,1,Potential Loyalists
14055,105,3,1520.96,3,3,4,Big Spenders
14056,0,23,8152.71,5,5,5,Champions
14057,23,22,8346.66,4,5,5,Champions
14058,462,2,469.19,1,2,2,At Risk
14059,266,1,183.6,2,1,1,Lost
14060,4,30,8898.24,5,5,5,Champions
14061,506,3,917.43,1,3,3,At Risk
14062,9,24,25585.65,5,5,5,Champions
14063,686,7,9471.5,1,4,5,At Risk
14064,28,15,3260.24,4,5,5,Champions
14065,388,3,891.02,2,3,3,At Risk
14066,266,1,152.55,2,1,1,Lost
14067,63,2,374.7,3,2,2,Potential Loyalists
14068,319,4,1516.72,2,3,4,At Risk
14069,514,2,225.81,1,2,1,At Risk
14070,684,1,321.6,1,1,2,Lost
14071,3,8,1422.75,5,4,4,Champions
14072,666,1,390.85,1,1,2,Lost
14073,31,1,151.04,4,1,1,Potential Loyalists
14074,622,1,219.4,1,1,1,Lost
14075,4,5,1724.87,5,4,4,Champions
14076,128,1,118.67,3,1,1,Potential Loyalists
14077,40,6,615.08,4,4,3,Champions
14078,101,9,1551.82,3,5,4,Big Spenders
14079,124,2,618.73,3,2,3,Potential Loyalists
14080,32,5,1115.68,4,4,3,Champions
14081,301,10,4867.57,2,5,5,At Risk
14082,364,2,413.36,2,2,2,At Risk
14083,3,11,1082.19,5,5,3,Champions
14084,511,1,150.5,1,1,1,Lost
14085,1,32,9705.67,5,5,5,Champions
14086,462,1,39.95,1,1,1,Lost
14087,2,3,829.47,5,3,3,Loyal Customers
14088,9,16,64036.8,5,5,5,Champions
14089,56,1,158.75,4,1,1,Potential Loyalists
14090,324,1,76.32,2,1,1,Lost
14091,653,2,9530.08,1,2,5,At Risk
14092,7,24,7229.45,5,5,5,Champions
14093,11,1,433.86,5,1,2,Potential Loyalists
14094,439,1,311.77,1,1,2,Lost
14095,722,1,2.95,1,1,1,Lost
14096,3,17,53258.43,5,5,5,Champions
14097,480,2,422.86,1,2,2,At Risk
14098,36,1,147.35,4,1,1,Potential Loyalists
14099,15,20,5750.91,5,5,5,Champions
14100,137,1,191.95,3,1,1,Potential Loyalists
14101,73,13,9961.93,3,5,5,Big Spenders
14102,4,5,1105.88,5,4,3,Champions
14104,154,5,740.53,3,4,3,Loyal Customers
14105,238,5,5988.83,2,4,5,At Risk
14106,736,1,214.8,1,1,1,Lost
14107,51,11,4877.3,4,5,5,Champions
14108,30,4,1044.96,4,3,3,Loyal Customers
14109,72,1,144.2,3,1,1,Potential Loyalists
14110,3,33,12987.95,5,5,5,Champions
14111,13,4,692.85,5,3,3,Loyal Customers
14112,22,13,5834.59,4,5,5,Champions
14113,3,16,7092.61,5,5,5,Champions
14114,273,7,1364.09,2,4,4,At Risk
14115,501,2,622.67,1,2,3,At Risk
14116,19,5,1382.74,4,4,4,Champions
14117,143,1,90.0,3,1,1,Potential Loyalists
14118,428,1,458.45,1,1,2,Lost
14119,375,2,183.37,2,2,1,At Risk
14121,3,4,2780.15,5,3,4,Big Spenders
14122,405,3,362.42,2,3,2,At Risk
14123,732,1,436.18,1,1,2,Lost
14124,83,1,419.58,3,1,2,Potential Loyalists
14125,10,3,2720.63,5,3,4,Big Spenders
14126,7,4,1172.46,5,3,3,Loyal Customers
14127,122,6,1900.08,3,4,4,Big Spenders
14128,60,3,924.21,3,3,3,Loyal Customers
14129,1,9,2591.34,5,5,4,Champions
14130,318,4,1858.77,2,3,4,At Risk
14131,648,1,168.22,1,1,1,Lost
14132,1,11,3586.03,5,5,5,Champions
14133,129,4,911.14,3,3,3,Loyal Customers
14134,382,15,11123.35,2,5,5,At Risk
14135,1,24,8839.67,5,5,5,Champions
14136,400,5,1570.81,2,4,4,At Risk
14137,695,1,332.7,1,1,2,Lost
14138,1,2,965.88,5,2,3,Potential Loyalists
14139,45,4,1086.8,4,3,3,Loyal Customers
14140,3,2,935.05,5,2,3,Potential Loyalists
14141,2,4,915.13,5,3,3,Loyal Customers
14142,372,2,671.34,2,2,3,At Risk
14143,133,1,115.8,3,1,1,Potential Loyalists
14144,485,1,30.6,1,1,1,Lost
14145,46,7,7600.05,4,4,5,Champions
14146,8,12,9450.3,5,5,5,Champions
14147,77,9,2590.2,3,5,4,Big Spenders
14148,233,2,466.29,2,2,2,At Risk
14149,220,1,446.62,2,1,2,Lost
14150,35,2,658.64,4,2,3,Potential Loyalists
14151,672,2,679.45,1,2,3,At Risk
14152,74,7,1997.34,3,4,4,Big Spenders
14153,482,1,233.4,1,1,1,Lost
14154,238,8,6460.7,2,4,5,At Risk
14155,265,1,118.75,2,1,1,Lost
14156,9,150,303609.17,5,5,5,Champions
14157,19,5,978.69,4,4,3,Champions
14158,39,1,507.66,4,1,2,Potential Loyalists
14159,19,20,7849.58,4,5,5,Champions
14160,609,7,8421.47,1,4,5,At Risk
14161,215,7,2996.93,2,4,5,At Risk
14162,173,2,289.36,3,2,2,Potential Loyalists
14163,86,5,2594.62,3,4,4,Big Spenders
14164,70,2,1631.77,3,2,4,Big Spenders
14165,275,1,120.44,2,1,1,Lost
14166,504,2,251.15,1,2,1,At Risk
14167,38,8,1274.29,4,4,4,Champions
14168,420,2,370.45,1,2,2,At Risk
14169,430,2,613.11,1,2,3,At Risk
14170,374,3,570.18,2,3,2,At Risk
14171,97,2,498.79,3,2,2,Potential Loyalists
14172,604,3,369.02,1,3,2,At Risk
14173,10,6,586.0,5,4,2,Champions
14174,32,1,134.46,4,1,1,Potential Loyalists
14175,59,8,7678.88,3,4,5,Big Spenders
14176,296,5,756.46,2,4,3,At Risk
14177,85,13,2209.69,3,5,4,Big Spenders
14178,8,7,1580.26,5,4,4,Champions
14179,40,2,701.57,4,2,3,Potential Loyalists
14180,10,33,6117.5,5,5,5,Champions
14181,410,2,308.35,1,2,2,At Risk
14182,443,4,678.77,1,3,3,At Risk
14183,410,2,278.34,1,2,1,At Risk
14184,66,1,452.89,3,1,2,Potential Loyalists
14185,330,1,197.65,2,1,1,Lost
14186,426,5,1550.63,1,4,4,At Risk
14187,473,1,123.5,1,1,1,Lost
14188,30,6,2054.36,4,4,4,Champions
14189,1,16,5503.15,5,5,5,Champions
14190,665,1,79.9,1,1,1,Lost
14191,1,15,4817.66,5,5,5,Champions
14192,387,1,293.74,2,1,2,Lost
14193,67,3,1210.19,3,3,4,Big Spenders
14194,4,36,18670.59,5,5,5,Champions
14195,201,6,2615.6,2,4,4,At Risk
14196,106,1,335.52,3,1,2,Potential Loyalists
14197,410,1,390.05,1,1,2,Lost
14198,17,9,1569.73,5,5,4,Champions
14199,217,4,1091.7,2,3,3,At Risk
14200,616,1,379.2,1,1,2,Lost
14201,59,10,1193.54,3,5,3,Loyal Customers
14202,380,3,847.76,2,3,3,At Risk
14203,396,1,339.34,2,1,2,Lost
14204,1,4,1024.83,5,3,3,Loyal Customers
14205,16,9,2414.2,5,5,4,Champions
14206,238,3,1185.01,2,3,3,At Risk
14207,687,1,157.8,1,1,1,Lost
14208,94,2,567.05,3,2,2,Potential Loyalists
14209,10,15,4993.27,5,5,5,Champions
14210,105,16,5556.57,3,5,5,Big Spenders
14211,52,18,4402.29,4,5,5,Champions
14212,89,2,2190.14,3,2,4,Big Spenders
14213,404,1,1192.2,2,1,3,Lost
14214,30,5,1004.38,4,4,3,Champions
14215,11,9,3250.33,5,5,5,Champions
14216,2,5,2150.04,5,4,4,Champions
14217,1,23,3298.59,5,5,5,Champions
14218,42,1,169.48,4,1,1,Potential Loyalists
14219,3,3,633.83,5,3,3,Loyal Customers
14220,246,4,1515.0,2,3,4,At Risk
14221,41,17,6517.49,4,5,5,Champions
14222,176,1,683.17,3,1,3,Potential Loyalists
14223,91,3,991.13,3,3,3,Loyal Customers
14224,109,9,1841.71,3,5,4,Big Spenders
14225,434,4,2031.07,1,3,4,At Risk
14226,28,6,2985.13,4,4,5,Champions
14227,25,15,6366.16,4,5,5,Champions
14228,437,3,745.5,1,3,3,At Risk
14229,51,7,2594.04,4,4,4,Champions
14230,435,3,979.8,1,3,3,At Risk
14231,183,4,1235.62,3,3,4,Big Spenders
14232,42,5,2048.07,4,4,4,Champions
14233,48,7,2904.27,4,4,5,Champions
14234,21,4,754.12,4,3,3,Loyal Customers
14235,74,9,4717.99,3,5,5,Big Spenders
14236,80,5,1555.34,3,4,4,Big Spenders
14237,372,2,471.14,2,2,2,At Risk
14238,325,3,434.23,2,3,2,At Risk
14239,42,21,4263.17,4,5,5,Champions
14240,29,3,1247.49,4,3,4,Big Spenders
14241,183,2,333.7,3,2,2,Potential Loyalists
14242,234,2,280.55,2,2,1,At Risk
14243,8,17,7217.75,5,5,5,Champions
14244,660,1,366.42,1,1,2,Lost
14245,219,2,1693.45,2,2,4,At Risk
14246,110,3,1474.06,3,3,4,Big Spenders
14247,277,5,753.56,2,4,3,At Risk
14248,317,3,1032.95,2,3,3,At Risk
14249,410,12,5400.46,1,5,5,At Risk
14250,6,3,1904.05,5,3,4,Big Spenders
14251,1,5,2879.7,5,4,4,Champions
14252,380,1,350.99,2,1,2,Lost
14253,492,2,363.4,1,2,2,At Risk
14254,432,1,601.03,1,1,2,Lost
14256,259,5,2460.79,2,4,4,At Risk
14257,63,9,5954.45,3,5,5,Big Spenders
14258,8,25,32051.34,5,5,5,Champions
14259,141,1,120.0,3,1,1,Potential Loyalists
14260,470,3,824.28,1,3,3,At Risk
14261,50,2,1163.45,4,2,3,Potential Loyalists
14262,7,8,2618.23,5,4,4,Champions
14263,422,1,322.93,1,1,2,Lost
14264,154,6,1517.36,3,4,4,Big Spenders
14265,108,4,1373.35,3,3,4,Big Spenders
14266,427,1,40.56,1,1,1,Lost
14267,162,3,1516.24,3,3,4,Big Spenders
14268,470,1,354.85,1,1,2,Lost
14269,438,1,295.73,1,1,2,Lost
14270,331,1,492.65,2,1,2,Lost
14271,225,2,214.18,2,2,1,At Risk
14272,73,4,920.81,3,3,3,Loyal Customers
14273,50,4,559.97,4,3,2,Loyal Customers
14274,685,1,256.6,1,1,1,Lost
14275,395,6,1189.38,2,4,3,At Risk
14276,98,7,2102.68,3,4,4,Big Spenders
14277,14,8,16789.16,5,4,5,Champions
14278,409,1,205.83,1,1,1,Lost
14279,520,2,191.86,1,2,1,At Risk
14280,196,1,134.04,2,1,1,Lost
14281,407,1,245.15,2,1,1,Lost
14282,2,25,7250.76,5,5,5,Champions
14283,462,4,628.44,1,3,3,At Risk
14284,30,3,1299.65,4,3,4,Big Spenders
14285,20,8,3284.42,4,4,5,Champions
14286,23,7,8479.76,4,4,5,Champions
14287,7,3,176.63,5,3,1,Loyal Customers
14288,212,1,426.6,2,1,2,Lost
14289,8,6,911.26,5,4,3,Champions
14290,10,8,4516.56,5,4,5,Champions
14291,1,23,7904.1,5,5,5,Champions
